2021-09-21 14:17:40.824116;1
2021-09-21 14:17:46.782585;2
2021-09-21 14:17:52.981050;1
2021-09-21 14:17:58.806834;1
2021-09-21 14:18:04.828764;1
2021-09-21 14:18:10.689812;1
2021-09-21 15:44:13.232599;1
2021-09-21 15:44:19.161851;1
2021-09-21 15:44:25.340283;1
2021-09-21 15:44:48.493570;1
2021-09-21 15:44:54.397134;1
2021-09-21 15:45:00.292600;1
2021-09-21 15:46:21.444772;1
2021-09-21 15:46:27.867749;2
2021-09-21 15:46:33.924514;1
2021-09-21 16:05:59.367912;1
2021-09-21 16:06:05.048528;1
2021-09-21 16:06:11.059525;1
2021-09-21 16:06:19.797518;2
2021-09-21 16:06:25.559505;2
2021-09-21 16:06:31.894958;2
2021-09-21 16:09:46.150377;2
2021-09-21 16:09:51.926769;2
2021-09-21 16:09:58.029820;2
2021-09-21 16:10:04.337410;2
2021-09-21 16:10:10.635979;2
2021-09-21 16:10:16.982360;2
2021-09-21 16:10:23.178908;2
2021-09-21 16:10:29.404534;2
2021-09-21 16:10:35.578842;2
2021-09-21 16:10:41.806930;2
2021-09-21 16:10:48.020011;2
2021-09-21 16:10:53.725583;2
2021-09-21 16:11:00.128477;2
2021-09-21 16:11:06.551136;2
2021-09-21 16:11:12.303894;2
2021-09-21 16:11:18.093843;2
2021-09-21 16:11:24.020946;2
2021-09-21 16:11:30.378765;2
2021-09-21 16:11:36.309032;2
2021-09-21 16:11:42.585332;2
2021-09-21 16:11:48.827560;2
2021-09-21 16:11:54.557139;2
2021-09-21 16:12:00.953661;1
2021-09-21 16:12:07.478908;0
2021-09-21 16:12:13.450502;1
2021-09-21 16:12:19.356901;0
2021-09-21 16:12:25.677764;0
2021-09-21 16:12:31.996904;2
2021-09-21 16:12:37.923353;2
2021-09-21 16:12:44.197159;2
2021-09-21 16:12:50.633051;1
2021-09-21 16:12:56.362101;1
2021-09-21 16:13:02.270248;1
2021-09-21 16:13:08.256408;1
2021-09-21 16:13:14.347371;1
2021-09-21 16:13:20.283953;1
2021-09-21 16:13:26.443073;1
